1234437760 1 02JAN2005
1234534069 3 11JAN2005
1234537441 1 12JAN2005
1234538390 2 12JAN2005
1234588648 2 17JAN2005
1234659163 2 24JAN2005
1234665265 2 24JAN2005
1234709803 3 29JAN2005
1234727966 1 31JAN2005
1234891576 3 16FEB2005
1234897732 1 16FEB2005
1234958242 2 22FEB2005
1234972570 2 24FEB2005
1235176942 3 15MAR2005
1235236723 1 21MAR2005
1235275513 1 24MAR2005
1235306679 1 28MAR2005
1235384426 1 04APR2005
1235591214 2 25APR2005
1235611754 2 27APR2005
1235744141 2 10MAY2005
1235830338 2 18MAY2005
1235856852 1 21MAY2005
1235881915 3 23MAY2005
1235913793 1 26MAY2005
1235926178 3 27MAY2005
1235963427 2 31MAY2005
1236017640 1 06JUN2005
1236028541 3 07JUN2005
1236055696 1 09JUN2005
1236066649 2 10JUN2005
1236113431 3 15JUN2005
1236128445 2 17JUN2005
1236128456 2 17JUN2005
1236183578 2 22JUN2005
1236216065 1 26JUN2005
1236349115 1 08JUL2005
1236369939 1 11JUL2005
1236483576 2 22JUL2005
1236673732 3 10AUG2005
1236694462 3 12AUG2005
1236701935 1 12AUG2005
1236783056 1 21AUG2005
1236852196 1 28AUG2005
1236923123 3 03SEP2005
1236965430 3 08SEP2005
1237165927 3 27SEP2005
1237218771 1 03OCT2005
1237272696 1 08OCT2005
1237327705 1 13OCT2005
1237331045 3 13OCT2005
1237370327 1 18OCT2005
1237450174 3 26OCT2005
1237478988 2 28OCT2005
1237507462 2 31OCT2005
1237517484 1 01NOV2005
1237664026 3 16NOV2005
1237670443 2 16NOV2005
1237695520 1 19NOV2005
1237751376 2 24NOV2005
1237789102 1 28NOV2005
1237825036 3 02DEC2005
1237890730 1 08DEC2005
1237894107 2 09DEC2005
1237894966 2 09DEC2005
1237928021 2 12DEC2005
1237974997 1 17DEC2005
1237989406 3 18DEC2005
1238013821 3 21DEC2005
1238053337 3 25DEC2005
