1241054779 3 02JAN2007
1241063739 1 03JAN2007
1241066216 1 04JAN2007
1241086052 3 06JAN2007
1241147641 1 13JAN2007
1241235281 1 23JAN2007
1241244297 1 24JAN2007
1241263172 3 25JAN2007
1241286432 3 28JAN2007
1241298131 2 29JAN2007
1241359997 1 05FEB2007
1241371145 1 07FEB2007
1241390440 1 09FEB2007
1241461856 1 16FEB2007
1241561055 1 28FEB2007
1241623505 3 06MAR2007
1241645664 2 09MAR2007
1241652707 3 09MAR2007
1241686210 1 13MAR2007
1241715610 1 16MAR2007
1241731828 1 18MAR2007
1241789227 3 25MAR2007
1241895594 1 05APR2007
1241909303 3 07APR2007
1241930625 3 09APR2007
1241977403 1 15APR2007
1242012259 1 18APR2007
1242012269 1 18APR2007
1242035131 1 21APR2007
1242076538 3 25APR2007
1242130888 1 01MAY2007
1242140006 3 02MAY2007
1242140009 2 02MAY2007
1242149082 1 03MAY2007
1242159212 3 04MAY2007
1242161468 3 04MAY2007
1242162201 3 05MAY2007
1242173926 3 06MAY2007
1242185055 1 08MAY2007
1242214574 3 11MAY2007
1242229985 1 13MAY2007
1242259863 2 16MAY2007
1242265757 1 16MAY2007
1242449327 3 05JUN2007
1242458099 1 06JUN2007
1242467585 3 07JUN2007
1242477751 3 08JUN2007
1242493791 1 10JUN2007
1242502670 1 11JUN2007
1242515373 3 13JUN2007
1242534503 3 15JUN2007
1242557584 2 17JUN2007
1242559569 1 18JUN2007
1242568696 2 18JUN2007
1242578860 2 20JUN2007
1242610991 1 23JUN2007
1242647539 1 27JUN2007
1242657273 1 28JUN2007
1242691897 2 02JUL2007
1242736731 1 07JUL2007
1242773202 3 11JUL2007
1242782701 3 12JUL2007
1242827683 1 17JUL2007
1242836878 1 18JUL2007
1242838815 1 19JUL2007
1242848557 2 19JUL2007
1242923327 3 28JUL2007
1242938120 1 30JUL2007
1242977743 2 03AUG2007
1243012144 2 06AUG2007
1243026971 1 08AUG2007
1243039354 1 10AUG2007
1243049938 3 11AUG2007
1243110343 1 17AUG2007
1243127549 1 20AUG2007
1243152030 1 22AUG2007
1243152039 1 22AUG2007
1243165497 3 24AUG2007
1243198099 1 27AUG2007
1243227745 1 31AUG2007
1243269405 2 04SEP2007
1243279343 3 05SEP2007
1243290080 1 06SEP2007
1243290089 1 06SEP2007
1243315613 1 09SEP2007
1243398628 1 18SEP2007
1243417726 1 20SEP2007
1243462945 3 25SEP2007
1243465031 1 26SEP2007
1243485097 3 28SEP2007
1243515588 1 01OCT2007
1243568955 1 07OCT2007
1243643970 1 16OCT2007
1243644877 3 16OCT2007
1243661763 1 18OCT2007
1243670182 1 18OCT2007
1243680376 1 19OCT2007
1243797399 1 01NOV2007
1243799681 1 02NOV2007
1243815198 1 03NOV2007
1243817278 1 04NOV2007
1243887390 2 11NOV2007
1243951648 1 18NOV2007
1243960910 1 19NOV2007
1243963366 1 20NOV2007
1243991721 1 23NOV2007
1243992813 2 23NOV2007
1244066194 2 30NOV2007
1244086685 3 03DEC2007
1244107612 1 05DEC2007
1244117101 1 06DEC2007
1244117109 1 06DEC2007
1244171290 1 12DEC2007
1244181114 1 13DEC2007
1244197366 1 15DEC2007
1244296274 1 26DEC2007
