1238161695 2 06JAN2006
1238168538 1 06JAN2006
1238231237 1 14JAN2006
1238255107 1 17JAN2006
1238273927 1 20JAN2006
1238305578 3 24JAN2006
1238319276 1 25JAN2006
1238319281 1 25JAN2006
1238353296 1 30JAN2006
1238367238 1 31JAN2006
1238370259 3 01FEB2006
1238377562 1 02FEB2006
1238393448 1 03FEB2006
1238426415 3 08FEB2006
1238440880 1 09FEB2006
1238474357 2 14FEB2006
1238510159 1 18FEB2006
1238553101 3 24FEB2006
1238605995 1 02MAR2006
1238637449 1 06MAR2006
1238646479 1 07MAR2006
1238646484 1 07MAR2006
1238674844 1 11MAR2006
1238678581 1 11MAR2006
1238686430 1 12MAR2006
1238696385 2 13MAR2006
1238712056 1 16MAR2006
1238735750 1 19MAR2006
1238797437 2 26MAR2006
1238805678 1 27MAR2006
1238805703 1 27MAR2006
1238812262 2 28MAR2006
1238846184 1 01APR2006
1238856867 2 03APR2006
1238870441 1 04APR2006
1238872273 3 04APR2006
1238910092 1 09APR2006
1238928257 1 12APR2006
1238968334 2 17APR2006
1238985782 2 19APR2006
1239003827 3 21APR2006
1239018454 3 23APR2006
1239057268 1 27APR2006
1239172417 2 12MAY2006
1239179935 2 12MAY2006
1239194032 1 14MAY2006
1239201604 1 15MAY2006
1239220388 2 18MAY2006
1239226632 3 18MAY2006
1239248786 1 21MAY2006
1239258470 1 23MAY2006
1239266107 1 24MAY2006
1239312711 1 29MAY2006
1239320891 2 30MAY2006
1239346133 1 02JUN2006
1239353855 1 04JUN2006
1239368476 1 05JUN2006
1239408849 1 10JUN2006
1239410348 2 11JUN2006
1239416627 1 11JUN2006
1239418524 1 12JUN2006
1239442095 2 15JUN2006
1239498112 3 22JUN2006
1239543223 1 27JUN2006
1239615368 1 06JUL2006
1239693951 1 16JUL2006
1239713046 2 19JUL2006
1239735632 1 21JUL2006
1239744161 2 23JUL2006
1239765451 1 25JUL2006
1239785436 3 28JUL2006
1239821232 2 01AUG2006
1239823829 2 02AUG2006
1239836937 1 03AUG2006
1239874523 1 08AUG2006
1239932984 2 16AUG2006
1239962634 1 19AUG2006
1239972644 2 21AUG2006
1239994933 1 23AUG2006
1240051245 3 30AUG2006
1240060066 1 31AUG2006
1240137702 2 10SEP2006
1240173354 3 15SEP2006
1240187143 2 17SEP2006
1240201886 1 18SEP2006
1240283215 1 28SEP2006
1240306942 1 01OCT2006
1240314947 2 02OCT2006
1240314956 1 02OCT2006
1240355393 1 07OCT2006
1240379679 1 10OCT2006
1240387741 1 11OCT2006
1240430921 1 17OCT2006
1240446608 2 19OCT2006
1240447572 2 19OCT2006
1240461993 1 20OCT2006
1240485814 2 24OCT2006
1240509842 1 26OCT2006
1240512744 2 27OCT2006
1240549230 1 31OCT2006
1240568966 3 03NOV2006
1240581932 1 05NOV2006
1240588370 2 05NOV2006
1240599396 2 07NOV2006
1240604971 1 07NOV2006
1240613362 1 08NOV2006
1240692950 1 18NOV2006
1240782710 2 29NOV2006
1240856801 2 08DEC2006
1240870047 2 10DEC2006
1240886449 1 12DEC2006
1240903120 1 14DEC2006
1240961599 2 22DEC2006
