1230058123 1 11JAN2003
1230080101 2 15JAN2003
1230106883 2 20JAN2003
1230147441 1 28JAN2003
1230315085 1 27FEB2003
1230333319 2 02MAR2003
1230338566 2 03MAR2003
1230371142 2 09MAR2003
1230404278 1 15MAR2003
1230440481 1 22MAR2003
1230450371 2 24MAR2003
1230453723 2 24MAR2003
1230455630 1 25MAR2003
1230478006 2 28MAR2003
1230498538 1 01APR2003
1230500669 3 02APR2003
1230503155 2 02APR2003
1230591673 2 18APR2003
1230591675 3 18APR2003
1230591684 1 18APR2003
1230619748 2 24APR2003
1230642273 2 28APR2003
1230657844 3 01MAY2003
1230690733 3 07MAY2003
1230699509 2 08MAY2003
1230700421 2 08MAY2003
1230738723 2 15MAY2003
1230744524 2 16MAY2003
1230745294 1 16MAY2003
1230754828 1 18MAY2003
1230771337 2 21MAY2003
1230778996 1 23MAY2003
1230793366 2 25MAY2003
1230804171 2 27MAY2003
1230825762 1 31MAY2003
1230841456 2 03JUN2003
1230841466 1 03JUN2003
1230885738 1 11JUN2003
1230912536 1 16JUN2003
1230931366 3 20JUN2003
1231002241 3 03JUL2003
1231008713 2 04JUL2003
1231014780 2 04JUL2003
1231023774 1 07JUL2003
1231035308 2 09JUL2003
1231071449 3 15JUL2003
1231077006 1 16JUL2003
1231094514 2 20JUL2003
1231135703 1 27JUL2003
1231169108 1 02AUG2003
1231176288 1 04AUG2003
1231188317 2 06AUG2003
1231194004 3 06AUG2003
1231204878 1 08AUG2003
1231206746 1 09AUG2003
1231227910 2 13AUG2003
1231231220 1 13AUG2003
1231259703 1 18AUG2003
1231270767 3 20AUG2003
1231292064 1 24AUG2003
1231305521 2 27AUG2003
1231305531 2 27AUG2003
1231314893 1 28AUG2003
1231316727 2 28AUG2003
1231317443 2 29AUG2003
1231341359 1 02SEP2003
1231392762 3 11SEP2003
1231414059 3 15SEP2003
1231453831 3 23SEP2003
1231468750 1 25SEP2003
1231500373 2 01OCT2003
1231501254 1 01OCT2003
1231522431 3 05OCT2003
1231544990 2 09OCT2003
1231614059 2 22OCT2003
1231619928 2 23OCT2003
1231653765 3 29OCT2003
1231657078 1 29OCT2003
1231663230 1 30OCT2003
1231734609 2 12NOV2003
1231734615 3 12NOV2003
1231757107 1 16NOV2003
1231773634 2 19NOV2003
1231780610 1 20NOV2003
1231842118 2 01DEC2003
1231858937 1 04DEC2003
1231861295 2 05DEC2003
1231891098 1 10DEC2003
1231896710 1 11DEC2003
1231898348 1 12DEC2003
1231908237 1 14DEC2003
1231928627 1 17DEC2003
1231930216 1 18DEC2003
1231936241 1 19DEC2003
1231950921 2 21DEC2003
1231952752 2 22DEC2003
1231953192 3 22DEC2003
1231956902 1 22DEC2003
1231976710 3 26DEC2003
1231982684 1 27DEC2003
1231986335 1 28DEC2003
1232003930 3 31DEC2003
1232007693 2 31DEC2003
1232007700 1 31DEC2003
